year,mark,min_rank,max_rank,count,max_percentile,min_percentile,total_students
2021,108,135348,135392,45,1.19,1.15,136973
2021,107,135393,135454,62,1.15,1.11,136973
2021,106,135455,135512,58,1.11,1.07,136973
2021,105,135513,135566,54,1.07,1.03,136973
2021,104,135567,135612,46,1.03,0.99,136973
2021,103,135613,135659,47,0.99,0.96,136973
2021,102,135660,135701,42,0.96,0.93,136973
2021,101,135702,135740,39,0.93,0.9,136973
2021,100,135741,135779,39,0.9,0.87,136973
2021,99,135780,135811,32,0.87,0.85,136973
2021,98,135812,135869,58,0.85,0.81,136973
2021,97,135870,135928,59,0.81,0.76,136973
2021,96,135929,135972,44,0.76,0.73,136973
2021,95,135973,136015,43,0.73,0.7,136973
2021,94,136016,136066,51,0.7,0.66,136973
2021,93,136067,136116,50,0.66,0.63,136973
2021,92,136117,136176,60,0.63,0.58,136973
2021,91,136177,136221,45,0.58,0.55,136973
2021,90,136222,136268,47,0.55,0.52,136973
2021,89,136269,136326,58,0.51,0.47,136973
2021,88,136327,136382,56,0.47,0.43,136973
2021,87,136383,136443,61,0.43,0.39,136973
2021,86,136444,136508,65,0.39,0.34,136973
2021,85,136509,136564,56,0.34,0.3,136973
2021,84,136565,136627,63,0.3,0.25,136973
2021,83,136628,136703,76,0.25,0.2,136973
2021,82,136704,136774,71,0.2,0.15,136973
2021,81,136775,136846,72,0.15,0.09,136973
2021,80,136847,136942,96,0.09,0.02,136973
2021,79,136943,136957,15,0.02,0.01,136973
2021,78,136958,136970,13,0.01,0.0,136973
2021,77,136971,136973,3,0.0,0.0,136973
2020,199,1,17,17,100.0,99.99,110873
2020,198,18,57,40,99.98,99.95,110873
2020,197,58,128,71,99.95,99.89,110873
2020,196,129,243,115,99.88,99.78,110873
2020,195,244,397,154,99.78,99.64,110873
2020,194,398,620,223,99.64,99.44,110873
2020,193,621,865,245,99.44,99.22,110873
2020,192,866,1210,345,99.22,98.91,110873
2020,191,1211,1640,430,98.91,98.52,110873
2020,190,1641,3445,1805,98.52,96.89,110873
2020,189,3446,4091,646,96.89,96.31,110873
2020,188,4092,4688,597,96.31,95.77,110873
2020,187,4689,5180,492,95.77,95.33,110873
2020,186,5181,5738,558,95.33,94.83,110873
2020,185,5739,6254,516,94.82,94.36,110873
2020,184,6255,6790,536,94.36,93.88,110873
2020,183,6791,7346,556,93.88,93.38,110873
2020,182,7347,7943,597,93.37,92.84,110873
2020,181,7944,8532,589,92.84,92.31,110873
2020,180,8533,9119,587,92.3,91.78,110873
2020,179,9120,9711,592,91.78,91.24,110873
2020,178,9712,10319,608,91.24,90.69,110873
2020,177,10320,10953,634,90.69,90.12,110873
2020,176,10954,11601,648,90.12,89.54,110873
2020,175,11602,12263,662,89.54,88.94,110873
2020,174,12264,12877,614,88.94,88.39,110873
2020,173,12878,13518,641,88.39,87.81,110873
2020,172,13519,14227,709,87.81,87.17,110873
2020,171,14228,14856,629,87.17,86.6,110873
2020,170,14857,15551,695,86.6,85.97,110873
2020,169,15552,16259,708,85.97,85.34,110873
2020,168,16260,16980,721,85.34,84.69,110873
2020,167,16981,17691,711,84.69,84.04,110873
2020,166,17692,18440,749,84.04,83.37,110873
2020,165,18441,19165,725,83.37,82.72,110873
2020,164,19166,19915,750,82.71,82.04,110873
2020,163,19916,20658,743,82.04,81.37,110873
2020,162,20659,21421,763,81.37,80.68,110873
2020,161,21422,22204,783,80.68,79.97,110873
2020,160,22205,22999,795,79.97,79.26,110873
2020,159,23000,23771,772,79.26,78.56,110873
2020,158,23772,24605,834,78.56,77.81,110873
2020,157,24606,25401,796,77.81,77.09,110873
2020,156,25402,26223,822,77.09,76.35,110873
2020,155,26224,27052,829,76.35,75.6,110873
2020,154,27053,27897,845,75.6,74.84,110873
2020,153,27898,28681,784,74.84,74.13,110873
2020,152,28682,29520,839,74.13,73.38,110873
2020,151,29521,30387,867,73.37,72.59,110873
2020,150,30388,31229,842,72.59,71.83,110873
2020,149,31230,32105,876,71.83,71.04,110873
2020,148,32106,32968,863,71.04,70.27,110873
2020,147,32969,33861,893,70.27,69.46,110873
2020,146,33862,34733,872,69.46,68.67,110873
2020,145,34734,35614,881,68.67,67.88,110873
2020,144,35615,36526,912,67.88,67.06,110873
2020,143,36527,37454,928,67.06,66.22,110873
2020,142,37455,38395,941,66.22,65.37,110873
2020,141,38396,39360,965,65.37,64.5,110873
2020,140,39361,40303,943,64.5,63.65,110873
2020,139,40304,41189,886,63.65,62.85,110873
2020,138,41190,42192,1003,62.85,61.95,110873
2020,137,42193,43205,1013,61.95,61.03,110873
2020,136,43206,44246,1041,61.03,60.09,110873
2020,135,44247,45302,1056,60.09,59.14,110873
2020,134,45303,46311,1009,59.14,58.23,110873
2020,133,46312,47340,1029,58.23,57.3,110873
2020,132,47341,48394,1054,57.3,56.35,110873
2020,131,48395,49399,1005,56.35,55.45,110873
2020,130,49400,50426,1027,55.45,54.52,110873
2020,129,50427,51482,1056,54.52,53.57,110873
2020,128,51483,52642,1160,53.57,52.52,110873
2020,127,52643,53672,1030,52.52,51.59,110873
2020,126,53673,54783,1111,51.59,50.59,110873
2020,125,54784,55819,1036,50.59,49.66,110873
2020,124,55820,56868,1049,49.66,48.71,110873
2020,123,56869,58013,1145,48.71,47.68,110873
2020,122,58014,59139,1126,47.68,46.66,110873
2020,121,59140,60229,1090,46.66,45.68,110873
2020,120,60230,61325,1096,45.68,44.69,110873
2020,119,61326,62402,1077,44.69,43.72,110873
2020,118,62403,63485,1083,43.72,42.74,110873
2020,117,63486,64612,1127,42.74,41.73,110873
2020,116,64613,65685,1073,41.72,40.76,110873
2020,115,65686,66864,1179,40.76,39.69,110873
2020,114,66865,68027,1163,39.69,38.65,110873
2020,113,68028,69179,1152,38.64,37.61,110873
2020,112,69180,70299,1120,37.61,36.6,110873
2020,111,70300,71465,1166,36.6,35.54,110873
2020,110,71466,72589,1124,35.54,34.53,110873
2020,109,72590,73749,1160,34.53,33.48,110873
2020,108,73750,74948,1199,33.48,32.4,110873
2020,107,74949,76149,1201,32.4,31.32,110873
2020,106,76150,77321,1172,31.32,30.26,110873
2020,105,77322,78485,1164,30.26,29.21,110873
2020,104,78486,79643,1158,29.21,28.17,110873
2020,103,79644,80802,1159,28.17,27.12,110873
2020,102,80803,82003,1201,27.12,26.04,110873
2020,101,82004,83125,1122,26.04,25.03,110873
2020,100,83126,84339,1214,25.03,23.93,110873
2020,99,84340,85546,1207,23.93,22.84,110873
2020,98,85547,86782,1236,22.84,21.73,110873
2020,97,86783,87995,1213,21.73,20.64,110873
2020,96,87996,89152,1157,20.63,19.59,110873
2020,95,89153,90351,1199,19.59,18.51,110873
2020,94,90352,91532,1181,18.51,17.45,110873
2020,93,91533,92771,1239,17.44,16.33,110873
2020,92,92772,94019,1248,16.33,15.2,110873
2020,91,94020,95247,1228,15.2,14.09,110873
2020,90,95248,96463,1216,14.09,13.0,110873
2020,89,96464,97724,1261,13.0,11.86,110873
2020,88,97725,98975,1251,11.86,10.73,110873
2020,87,98976,100214,1239,10.73,9.61,110873
2020,86,100215,101488,1274,9.61,8.47,110873
2020,85,101489,102737,1249,8.46,7.34,110873
2020,84,102738,104019,1282,7.34,6.18,110873
2020,83,104020,105385,1366,6.18,4.95,110873
2020,82,105386,106717,1332,4.95,3.75,110873
2020,81,106718,108107,1390,3.75,2.5,110873
2020,80,108108,110583,2476,2.49,0.26,110873
2020,79,110584,110800,217,0.26,0.07,110873
2020,78,110801,110866,66,0.07,0.01,110873
2020,77,110867,110873,7,0.01,0.0,110873
